ID,year,country,assignment,,,,,,,,,,
RV/R3.PHL/2013/TRa-454,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-455,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-456,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-457,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-458,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-459,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-460,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-461,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-462,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-463,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-464,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-465,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-466,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-509,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-533,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-534,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-535,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-536,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-537,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-538,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-540,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-541,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-542,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-543,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-544,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-545,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-547,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-548,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-549,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-550,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-551,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-552,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-554,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-556,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-557,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-581,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-582,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-583,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-584,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-586,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-587,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-588,2013,Philippines,,,,,,,,,,,
RV/R3.PHL/2013/TRa-589,2013,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-042,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-211,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-389,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-401,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-420,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-470,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2004/Z-04-480,2004,Philippines,,,,,,,,,,,
RV/R4A.PHL/2005/Z-05-012,2005,Philippines,,,,,,,,,,,
RV/R4A.PHL/2005/Z-05-017,2005,Philippines,,,,,,,,,,,
RV/R4A.PHL/2005/Z-05-123,2005,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-039,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-163,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-197,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-222,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-231,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-342,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-345,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-348,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-357,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-361,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-362,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2006/Z-06-365,2006,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-189,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-243,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-252,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-307,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-317,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2007/Z-07-330,2007,Philippines,,,,,,,,,,,
RV/R4A.PHL/2011/TRa-393,2011,Philippines,,,,,,,,,,,
RV/R4A.PHL/2012/TRa-398,2012,Philippines,,,,,,,,,,,
RV/R4A.PHL/2012/TRa-401,2012,Philippines,,,,,,,,,,,
RV/R4A.PHL/2012/TRa-404,2012,Philippines,,,,,,,,,,,
RV/R4A.PHL/2013/TRa-485,2013,Philippines,,,,,,,,,,,
RV/R4B.PHL/2006/Z-06-197,2006,Philippines,,,,,,,,,,,
RV/R4B.PHL/2006/Z-06-203,2006,Philippines,,,,,,,,,,,
RV/R4B.PHL/2006/Z-06-408,2006,Philippines,,,,,,,,,,,
RV/R4B.PHL/2011/TRa-392,2011,Philippines,,,,,,,,,,,
RV/R4B.PHL/2011/TRa-394,2011,Philippines,,,,,,,,,,,
RV/R4B.PHL/2011/TRa-396,2011,Philippines,,,,,,,,,,,
RV/R4B.PHL/2012/TRa-397,2012,Philippines,,,,,,,,,,,
RV/R4B.PHL/2012/TRa-400,2012,Philippines,,,,,,,,,,,
RV/R4B.PHL/2012/TRa-402,2012,Philippines,,,,,,,,,,,
RV/R4B.PHL/2013/TRa-486,2013,Philippines,,,,,,,,,,,
RV/R4B.PHL/2013/TRa-487,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-005,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-031,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-032,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-034,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-036,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-037,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-067,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-071,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-072,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-073,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-120,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-121,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-122,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2008/TRa-123,2008,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-183,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-225,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-226,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-227,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-229,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-231,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-268,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-269,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-271,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-272,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2009/TRa-273,2009,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-337,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-338,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-339,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-340,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-343,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-344,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-355,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-356,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-357,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-358,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-360,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2012/TRa-362,2012,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-364,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-365,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-421,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-422,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-425,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-426,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-427,2013,Philippines,,,,,,,,,,,
RV/R5.PHL/2013/TRa-429,2013,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-074,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-075,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-076,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-077,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-078,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-079,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-080,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-081,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-082,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-083,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-084,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-085,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-096,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-097,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-098,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-099,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-100,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-101,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-102,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2008/TRa-103,2008,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-143,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-144,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-145,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-147,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-164,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-165,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-166,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-167,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-168,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-170,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-172,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-173,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-176,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-177,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-178,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-179,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-235,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-236,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-237,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-238,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-239,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-240,2009,Philippines,,,,,,,,,,,
RV/R7.PHL/2009/TRa-241,2009,Philippines,,,,,,,,,,,
V1371PHIL,2004,Philippines,,,,,,,,,,,
V1372PHIL,2004,Philippines,,,,,,,,,,,
V1373PHIL,2004,Philippines,,,,,,,,,,,
V1374PHIL,2004,Philippines,,,,,,,,,,,
V1375PHIL,2004,Philippines,,,,,,,,,,,
Z-04-664,2005,Philippines,,,,,,,,,,,
Z-05-102,2005,Philippines,,,,,,,,,,,
Z-05-191,2006,Philippines,,,,,,,,,,,
Z-05-557,2005,Philippines,,,,,,,,,,,
Z-05-96,2005,Philippines,,,,,,,,,,,
Z-06-150,2006,Philippines,,,,,,,,,,,
Z-06-295,2007,Philippines,,,,,,,,,,,
Z-06-39,2006,Philippines,,,,,,,,,,,
Z-07-07,2008,Philippines,,,,,,,,,,,
Z-07-22,2007,Philippines,,,,,,,,,,,
Z-07-222,2007,Philippines,,,,,,,,,,,
Z-07-351,2008,Philippines,,,,,,,,,,,
Z-07-366,2008,Philippines,,,,,,,,,,,
Z-07-38,2007,Philippines,,,,,,,,,,,
Z-07-387,2008,Philippines,,,,,,,,,,,
Z-07-398,2008,Philippines,,,,,,,,,,,
Z-07-403,2008,Philippines,,,,,,,,,,,
Z-07-407,2008,Philippines,,,,,,,,,,,
Z-08-351,2009,Philippines,,,,,,,,,,,
Z-08-359,2009,Philippines,,,,,,,,,,,
Z-09-94,2010,Philippines,,,,,,,,,,,
Z-12-001,2012,Philippines,,,,,,,,,,,
Z-12-012,2012,Philippines,,,,,,,,,,,
Z-12-029,2012,Philippines,,,,,,,,,,,
Z-12-034,2012,Philippines,,,,,,,,,,,
Z-12-060,2012,Philippines,,,,,,,,,,,
Z-12-088,2012,Philippines,,,,,,,,,,,
Z-12-118,2012,Philippines,,,,,,,,,,,
Z-12-134,2012,Philippines,,,,,,,,,,,
Z-12-149,2012,Philippines,,,,,,,,,,,
Z-12-208,2012,Philippines,,,,,,,,,,,
Z-12-212,2012,Philippines,,,,,,,,,,,
Z-13-002,2013,Philippines,,,,,,,,,,,
Z-13-009,2013,Philippines,,,,,,,,,,,
Z-13-020,2013,Philippines,,,,,,,,,,,
Z-13-032,2013,Philippines,,,,,,,,,,,
Z-13-036,2013,Philippines,,,,,,,,,,,
Z-13-037,2013,Philippines,,,,,,,,,,,
Z-13-065,2013,Philippines,,,,,,,,,,,
Z-13-066,2013,Philippines,,,,,,,,,,,
Z-13-071,2014,Philippines,,,,,,,,,,,
Z-13-073,2014,Philippines,,,,,,,,,,,
Z-13-081,2013,Philippines,,,,,,,,,,,
Z-13-086,2013,Philippines,,,,,,,,,,,
Z-13-089,2013,Philippines,,,,,,,,,,,
Z-13-094,2014,Philippines,,,,,,,,,,,
Z-13-096,2014,Philippines,,,,,,,,,,,
Z-13-098,2013,Philippines,,,,,,,,,,,
Z-13-134,2014,Philippines,,,,,,,,,,,
Z-13-135,2014,Philippines,,,,,,,,,,,
Z-13-161,2014,Philippines,,,,,,,,,,,
Z-13-171,2013,Philippines,,,,,,,,,,,
Z-13-184,2014,Philippines,,,,,,,,,,,
Z-13-204,2014,Philippines,,,,,,,,,,,
Z-13-216,2014,Philippines,,,,,,,,,,,
Z-13-234,2014,Philippines,,,,,,,,,,,
Z-13-259,2014,Philippines,,,,,,,,,,,
Z-14-023,2014,Philippines,,,,,,,,,,,
Z-14-033,2014,Philippines,,,,,,,,,,,
Z-14-05,2014,Philippines,,,,,,,,,,,
Z-14-058,2014,Philippines,,,,,,,,,,,
Z-14-098,2014,Philippines,,,,,,,,,,,
Z-14-101,2014,Philippines,,,,,,,,,,,
Z-14-106,2015,Philippines,,,,,,,,,,,
Z-14-126,2014,Philippines,,,,,,,,,,,
Z-14-136,2015,Philippines,,,,,,,,,,,
Z-14-138,2014,Philippines,,,,,,,,,,,
Z-14-142,2014,Philippines,,,,,,,,,,,
Z-14-146,2014,Philippines,,,,,,,,,,,
Z-14-149,2014,Philippines,,,,,,,,,,,
Z-14-182,2015,Philippines,,,,,,,,,,,
Z-14-243,2015,Philippines,,,,,,,,,,,
Z-15-001,2015,Philippines,,,,,,,,,,,
Z-15-009,2015,Philippines,,,,,,,,,,,
Z-15-019,2015,Philippines,,,,,,,,,,,
Z-15-116,2015,Philippines,,,,,,,,,,,
Z-15-119,2015,Philippines,,,,,,,,,,,
Z-15-130,2015,Philippines,,,,,,,,,,,
Z-15-148,2015,Philippines,,,,,,,,,,,
Z-15-163,2015,Philippines,,,,,,,,,,,
Z-16-013,2016,Philippines,,,,,,,,,,,
Z-16-082,2016,Philippines,,,,,,,,,,,
Z-16-150,2016,Philippines,,,,,,,,,,,
Z-16-151,2016,Philippines,,,,,,,,,,,
Z-16-159,2016,Philippines,,,,,,,,,,,
Z-16-186,2016,Philippines,,,,,,,,,,,
Z-16-196,2017,Philippines,,,,,,,,,,,
Z-16-209,2017,Philippines,,,,,,,,,,,
Z-16-210,2017,Philippines,,,,,,,,,,,
Z-16-211,2017,Philippines,,,,,,,,,,,
Z-17-046,2017,Philippines,,,,,,,,,,,
Z-17-174,2018,Philippines,,,,,,,,,,,
Z-17-177,2018,Philippines,,,,,,,,,,,
Z-17-193,2018,Philippines,,,,,,,,,,,
Z-17-200,2018,Philippines,,,,,,,,,,,
Z-17-217,2018,Philippines,,,,,,,,,,,
Z-17-221,2018,Philippines,,,,,,,,,,,
Z-17-57,2017,Philippines,,,,,,,,,,,
Z-18-001,2018,Philippines,,,,,,,,,,,
Z-18-114,2018,Philippines,,,,,,,,,,,
Z-18-159,2019,Philippines,,,,,,,,,,,
Z-18-224,2019,Philippines,,,,,,,,,,,
Z-18-251,2019,Philippines,,,,,,,,,,,
Z-19-029,2019,Philippines,,,,,,,,,,,
Z-19-123,2020,Philippines,,,,,,,,,,,
Z-19-136,2019,Philippines,,,,,,,,,,,
Z-19-88,2019,Philippines,,,,,,,,,,,
Z-20-01,2020,Philippines,,,,,,,,,,,
Z-20-110,2021,Philippines,,,,,,,,,,,
Z-20-24,2020,Philippines,,,,,,,,,,,
Z-20-33,2020,Philippines,,,,,,,,,,,
Z-20-51,2020,Philippines,,,,,,,,,,,
Z-22-103,2023,Philippines,,,,,,,,,,,
Z-22-119,2023,Philippines,,,,,,,,,,,
Z-22-121,2023,Philippines,,,,,,,,,,,
Z-23-01,2023,Philippines,,,,,,,,,,,
Z-23-01Sa,2023,Philippines,,,,,,,,,,,
Z-98-1061,1998,Philippines,,,,,,,,,,,
Z-98-134,1999,Philippines,,,,,,,,,,,
Z-98-206,1998,Philippines,,,,,,,,,,,
Z-98-285,1998,Philippines,,,,,,,,,,,
Z-98-286,1998,Philippines,,,,,,,,,,,
Z-98-335,1998,Philippines,,,,,,,,,,,
Z-98-433,1998,Philippines,,,,,,,,,,,
Z-98-454,1998,Philippines,,,,,,,,,,,
Z-98-515,1998,Philippines,,,,,,,,,,,
Z-98-616,1998,Philippines,,,,,,,,,,,
Z-98-667,1998,Philippines,,,,,,,,,,,
Z-98-712,1999,Philippines,,,,,,,,,,,
Z-98-718,1999,Philippines,,,,,,,,,,,
Z-98-780,1999,Philippines,,,,,,,,,,,
Z-98-823,1998,Philippines,,,,,,,,,,,
Z-98-838,1999,Philippines,,,,,,,,,,,
Z-98-860,1999,Philippines,,,,,,,,,,,
Z12-012,2012,Philippines,,,,,,,,,,,
Z14-142,2014,Philippines,,,,,,,,,,,
Z14-152,2014,Philippines,,,,,,,,,,,
Z15-185,2015,Philippines,,,,,,,,,,,
